domainID	domainName
pfam15262	DUF4592 domain-containing protein
cd05603	serine/threonine-protein kinase Sgk2
pfam03754	B3 domain-containing protein
pfam10075	CSN8/PSD8/EIF3K family protein
cd01725	U6 snRNA-associated Sm-like protein LSm2
PRK15016	isochorismate synthase EntC
pfam12248	BTB/POZ domain-containing protein
cl23804	CAF1 family ribonuclease
TIGR03559	LLM class F420-dependent oxidoreductase
pfam06886	WVD2 family protein
MTH00191	cytochrome b
COG1361	COG1361 S-layer family protein
pfam03055	carotenoid oxygenase family protein
PTZ00377	alanine aminotransferase
pfam15086	small integral membrane protein 15
pfam01194	RpoN/RPB10 RNA polymerase subunit family protein
pfam13404	AsnC family protein
cl01143	YaaA family protein
pfam04434	SWIM zinc finger family protein
pfam03476	MOSC domain-containing protein
pfam12823	DUF3817 domain-containing protein
cd07825	SRPBCC family protein
pfam13518	helix-turn-helix domain-containing protein
COG1493	HPr kinase/phosphorylase
cd05195	quinone oxidoreductase-like protein 1
PRK13725	type II toxin-antitoxin system VapC family toxin
PRK05702	flagellar type III secretion system protein FlhB
cl34557	molecular chaperone
PRK12671	cation:proton antiporter
pfam02064	Tom20 family protein
pfam13127	DMT family transporter
smart00744	E3 ubiquitin-protein ligase
smart00513	Siz/PIAS RING finger protein
PRK08321	1,4-dihydroxy-2-naphthoyl-CoA synthase
cd18954	basic helix-loop-helix domain-containing protein
PTZ00156	60S ribosomal protein L11
pfam02896	phosphoenolpyruvate--protein phosphotransferase
pfam04854	YesL family protein
PRK15137	endonuclease I family protein
cl10982	HAD domain-containing protein
cd01913	ATP-dependent protease subunit HslV
pfam04189	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
cd12416	RNA-binding protein
PTZ00368	CCHC-type zinc finger protein
pfam00723	glycoside hydrolase family 15 protein
pfam05890	EBP2 family rRNA-processing protein
cl41755	lytic polysaccharide monooxygenase auxiliary activity family 9 protein
pfam03360	glycosyltransferase family 43 protein
cd09463	LIM domain kinase 2
pfam13539	M15 family metallopeptidase
cl01600	YwqG family protein
TIGR02427	3-oxoadipate enol-lactonase
TIGR00111	mRNA surveillance pelota family protein
pfam05508	RanGTP-binding protein
pfam14381	serine/threonine-protein kinase
cl08246	MHC_I domain-containing protein
pfam11241	DUF3043 domain-containing protein
smart00904	riboflavin kinase
pfam06751	ethanolamine ammonia-lyase subunit EutB
cd11716	tRNA sulfurtransferase
pfam12801	regulatory protein NosR
cd08419	LysR family transcriptional regulator
PRK15100	cystine ABC transporter permease
PRK08963	acetyl-CoA C-acyltransferase FadI
cl30786	elongation factor 2 family protein
PRK00724	formate dehydrogenase accessory sulfurtransferase FdhD
MTH00038	cytochrome c oxidase subunit II
PLN02647	acyl-CoA thioesterase
pfam04967	helix-turn-helix domain-containing protein
pfam02786	carbamoyl phosphate synthase large subunit
NF033788	metalloregulator ArsR/SmtB family transcription factor
cd09270	ribonuclease H2 subunit B
pfam09381	OmpG family monomeric porin
pfam02704	GASA family protein
TIGR01451	DUF11 domain-containing protein
PRK12620	flagellar basal body rod protein FlgB
TIGR03266	YcaO-related McrA-glycine thioamidation protein
pfam04000	something about silencing 10 family protein
PLN02981	glutamine--fructose-6-phosphate aminotransferase
COG1975	bifunctional XdhC family protein/EF2563 family selenium-dependent molybdenum hydroxylase system protein
pfam15842	DUF4718 domain-containing protein
TIGR00930	solute carrier family 12 protein
cl09109	nuclear transport factor 2 family protein
TIGR01172	serine acetyltransferase
COG1270	cobalamin biosynthesis protein
pfam01169	TMEM165/GDT1 family protein
pfam00161	type 2 ribosome-inactivating family protein
cd02185	chorismate mutase
PRK10349	pimeloyl-ACP methyl ester esterase BioH
pfam15039	glutamate-rich protein 4
cd07724	MBL fold metallo-hydrolase
pfam08238	SEL1-like repeat protein
cl06678	class I SAM-dependent methyltransferase
pfam12137	RNA polymerase-associated protein RapA
pfam03179	V-type proton ATPase subunit G
cd00248	Mth938-like domain-containing protein
PRK10429	melibiose:sodium symporter
TIGR04112	YedE-related selenium metabolism membrane protein
PRK09837	efflux transporter outer membrane subunit
pfam14168	YjzC family protein
pfam04082	Zn(II)2Cys6 transcription factor
COG2514	VOC family protein
pfam00467	mitochondrial 54S ribosomal protein L40
cd14202	serine/threonine-protein kinase ULK1
pfam08287	DASH complex subunit SPC19
PRK11892	pyruvate dehydrogenase complex E1 component subunit beta
PRK13584	ATP phosphoribosyltransferase
pfam15787	neurobeachin family protein
pfam04502	Saf4/Yju2 family protein
COG4100	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
cl26330	E3 ubiquitin-protein ligase listerin
cd00842	PPN1 endopolyphosphatase family protein
pfam01062	bestrophin family protein
PRK05803	RNA polymerase sporulation sigma factor SigK
PRK13241	urease subunit gamma
pfam14687	T cell activation inhibitor
cd09763	dehydrogenase/reductase SDR family member 1
cd14286	ubiquitin carboxyl-terminal hydrolase 24
pfam13093	kinetochore subunit FTA4 family protein
pfam09123	DUF1931 family protein
cd02430	peptidyl-tRNA hydrolase 2
cd01121	DNA repair protein RadA
cd08199	sedoheptulose 7-phosphate cyclase
cd00769	phenylalanine--tRNA ligase subunit beta
PRK15008	HTH-type transcriptional regulator RutR
PTZ00105	60S ribosomal protein L12
PLN02251	pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta
cd05801	phosphoglucomutase
PRK05723	flavodoxin family protein
COG5459	small ribosomal subunit Rsm22 family protein
cl15265	MmcQ/YjbR family DNA-binding protein
COG0028	thiamine pyrophosphate-binding protein
pfam10142	PhoPQ-activated pathogenicity-related family protein
pfam08595	RXT2 domain-containing protein
cd11492	sodium:solute symporter
PRK13509	HTH-type transcriptional regulator UlaR
PLN00210	40S ribosomal protein S16
pfam04065	CCR4-NOT transcription complex subunit 3
cl23855	formylglycine-generating enzyme family protein
COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase family protein
COG0723	ubiquinol-cytochrome c reductase iron-sulfur subunit
PRK10548	flagella biosynthesis regulatory protein FliT
TIGR04390	YaiO family outer membrane beta-barrel protein
pfam02397	sugar transferase
cd20529	cyclin J family protein
cl29167	phage tail tape measure protein
PRK12346	transaldolase
PRK15420	L-fucose mutarotase
cd07447	M14 family carboxypeptidase N/E
TIGR00939	SLC29A/ENT family transporter
PRK12694	flagellar basal-body rod protein FlgG
COG1278	cold-shock protein
cd01172	D-glycero-beta-D-manno-heptose-7-phosphate kinase
cd04148	RGK family GTP-binding protein
cd19087	aldo/keto reductase
PRK07742	phosphate butyryltransferase
cd12510	RNA-binding protein
COG0132	ATP-dependent dethiobiotin synthetase BioD
pfam10836	YehE family protein
cd00030	C2CD3 family C2 domain-containing protein
pfam11955	PORR domain-containing protein
pfam09755	coiled-coil domain-containing protein 6
PRK04183	Glu-tRNA(Gln) amidotransferase subunit GatD
cd17370	MFS transporter
pfam10203	PET191 family protein
pfam15730	DUF4680 domain-containing protein
pfam14388	DUF4419 domain-containing protein
pfam02458	transferase family protein
MTH00112	NADH dehydrogenase subunit 2
COG3944	YveK family protein
PRK09588	RtcB family protein
COG3346	SURF1 family protein
cd01766	ubiquitin-fold modifier 1
pfam01781	60S ribosomal protein L38
cd18261	kelch-like protein 32
PRK13375	mannosyltransferase
cd12185	D-isomer specific 2-hydroxyacid dehydrogenase family protein
PRK12627	flagellar basal body rod protein FlgB
pfam04151	PPC domain-containing protein
COG0142	polyprenyl synthetase family protein
pfam02453	reticulon family protein
TIGR00413	septal ring lytic transglycosylase RlpA family protein
pfam01946	electron transfer flavoprotein-ubiquinone oxidoreductase
COG2764	glyoxalase/bleomycin resistance/extradiol dioxygenase family protein
cd03019	thiol:disulfide interchange protein DsbA/DsbL
PRK09468	two-component system response regulator OmpR
COG2319	WD40 repeat domain-containing protein
pfam00307	calponin homology domain-containing protein
COG1063	NAD(P)-dependent alcohol dehydrogenase
PTZ00121	PadR family transcriptional regulator
pfam07996	type IV secretion system protein
PRK10721	Fe-S cluster assembly protein IscX
PTZ00129	40S ribosomal protein S14
PRK04007	30S ribosomal protein S28e
PRK10907	rhomboid family intramembrane serine protease GlpG
cl19217	bile acid:sodium symporter family protein
cl02518	BTB/POZ domain-containing protein
PRK13676	YlbF family regulator
pfam13551	helix-turn-helix domain-containing protein
PRK10914	dipeptide ABC transporter permease DppB
pfam03073	TspO/MBR family protein
pfam01663	alkaline phosphatase family protein
pfam14745	WASH complex subunit 4 family protein
pfam01321	aminopeptidase family protein P
cd17338	Unc-93 family MFS transporter
cd12409	RNA-binding protein
PRK06419	50S ribosomal protein L15
PRK06915	M20 family metallopeptidase
cd00025	LBP/BPI/CETP family protein
cd09211	6,7-dimethyl-8-ribityllumazine synthase
pfam04293	SpoVR family protein
pfam12296	cell wall mannoprotein 1 family protein
cd14373	CUE domain-containing protein
pfam04636	sestrin
PRK09565	acrosomal protein SP-10
PRK05584	5 -methylthioadenosine/S-adenosylhomocysteine nucleosidase
smart00360	RNA-binding protein
cd17316	MFS transporter
pfam02140	adhesion G-protein-coupled receptor L3
COG0486	tRNA modification GTPase
COG3858	glycoside hydrolase family 18 protein
PRK10159	phosphoporin PhoE
cd06261	ABC transporter permease
cl00304	SAM-dependent methyltransferase
cd00167	SANT/Myb-like DNA-binding domain-containing protein
COG4474	DUF1273 domain-containing protein
cd05352	SDR family oxidoreductase
cd14168	calcium/calmodulin-dependent protein kinase type 1D
pfam04068	ribosome biogenesis TSR3 family protein
cl02098	14-3-3 family protein
COG1344	flagellin
COG2136	Brix domain-containing protein
PRK07904	SDR family oxidoreductase
PRK10381	LPS O-antigen length regulator
CHL00113	30S ribosomal protein S4
COG1762	PTS sugar transporter subunit IIA
cd00407	urease subunit beta
cd03341	T-complex protein 1 subunit theta
PRK10896	PTS IIA-like nitrogen regulatory protein PtsN
COG0715	ABC transporter substrate-binding protein
TIGR00768	RimK family alpha-L-glutamate ligase
pfam15997	ZNF395 family protein
COG2233	uracil-xanthine permease family protein
PRK10376	aldo/keto reductase family oxidoreductase
pfam01234	NNMT/PNMT/TEMT family class I SAM-dependent methyltransferase
COG0826	U32 family peptidase
cd17331	solute carrier family 22 member 18
cd14008	serine/threonine-protein kinase
cd07867	cyclin-dependent kinase 19
TIGR01411	twin-arginine translocase TatA/TatE family subunit
PRK12464	1-deoxy-D-xylulose-5-phosphate reductoisomerase
cd02800	methionine--tRNA ligase
pfam06522	NDUFA4 family protein
PRK07912	salicylate synthase
PRK04000	translation initiation factor IF-2 subunit gamma
cd03811	glycosyltransferase
cd00569	WhiB family transcriptional regulator
pfam11486	YfmB family protein
cl28579	GNAT family N-acetyltransferase
pfam10952	DUF2753 domain-containing protein
COG0795	YjgP/YjgQ family permease
pfam07151	YdaF family protein
pfam06747	coiled-coil-helix-coiled-coil-helix domain-containing protein
cd05168	phosphatidylinositol 4-kinase beta
PRK04173	glycine--tRNA ligase
pfam12181	DNA-binding domain-containing protein
cd06395	dual specificity mitogen-activated protein kinase kinase 5
TIGR00051	YbgC/FadM family acyl-CoA thioesterase
pfam17355	YueC family protein
cd01152	acyl-CoA dehydrogenase family protein
PRK10189	MATE family efflux transporter
TIGR02477	pyrophosphate--fructose-6-phosphate 1-phosphotransferase
pfam05996	phytochromobilin:ferredoxin oxidoreductase
PRK10941	SirB1 family protein
pfam08269	methyl-accepting chemotaxis protein
cd05669	M20 peptidase aminoacylase family protein
pfam02659	manganese efflux pump MntP family protein
PRK09509	cation-efflux pump
pfam13428	sulfotransferase family protein
COG2913	outer membrane protein assembly factor BamE
pfam04961	formimidoyltransferase-cyclodeaminase
cd00024	chromo domain-containing protein
PRK14196	fluoride efflux transporter CrcB
cd06168	LSM domain-containing protein
cd06650	dual specificity mitogen-activated protein kinase kinase 1
pfam12767	TADA1 family protein
PRK11747	ATP-dependent DNA helicase DinG
pfam10199	adaptin-binding domain-containing protein
cd01117	anion transporter
cd13134	MATE family efflux transporter
pfam00356	DNA-binding transcriptional regulator CytR
cl01224	DUF805 domain-containing protein
TIGR01241	ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein
COG3391	YncE family protein
smart00561	lethal(3)malignant brain tumor-like protein
pfam03692	YkgJ family cysteine cluster protein
cd06578	uroporphyrinogen-III synthase
cl37295	YlqF/YawG family GTPase
PRK09819	alpha-mannosidase
pfam13443	helix-turn-helix transcriptional regulator
PRK10452	multidrug/spermidine efflux SMR transporter subunit MdtJ
pfam01458	SufD family Fe-S cluster assembly protein
pfam03265	deoxyribonuclease II family protein
PRK05325	DUF444 family protein
pfam00447	heat shock factor family protein
pfam03556	DCN1-like protein
PRK08651	M20 family metallopeptidase
cl31516	ankyrin repeat domain-containing protein
COG0017	asparagine--tRNA ligase
cl00246	methylenetetrahydrofolate reductase
TIGR01962	NADH-quinone oxidoreductase subunit D
PRK10420	L-lactate permease
PRK04949	sulfate transporter CysZ
cd00298	Hsp20/alpha crystallin family protein
PRK14343	lipoyl(octanoyl) transferase LipB
pfam00168	C2CD3 family C2 domain-containing protein
smart00563	1-acyl-sn-glycerol-3-phosphate acyltransferase
pfam04847	calcipressin
PRK00435	elongation factor 1-beta
pfam03045	DAN domain-containing protein
pfam10188	protein OSCP1
PRK03609	Y-family DNA polymerase
PRK10586	iron-containing alcohol dehydrogenase
TIGR00105	50S ribosomal protein L31
cd05392	RasGAP domain-containing protein
pfam13811	DUF4186 domain-containing protein
cd04702	isoaspartyl peptidase/L-asparaginase
COG5616	adenylate/guanylate cyclase domain-containing protein
cd14170	MAP kinase-activated protein kinase 2
pfam03441	cryptochrome/deoxyribodipyrimidine photo-lyase family protein
cd11714	DNA replication complex GINS family protein
PRK10073	glycosyltransferase
COG0198	mitochondrial 54S ribosomal protein L40
cd08659	M20 family metallopeptidase
cd08681	INN1/fic1 family C2 domain-containing protein
cd06223	uridine 5 -monophosphate synthase
cd04254	uridine monophosphate kinase
pfam09581	stage III sporulation protein AF
cd19149	aldo/keto reductase
PRK09604	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
cd13979	proto-oncogene serine/threonine-protein kinase mos
PRK13480	3 -5  exoribonuclease YhaM
PLN02611	glutamate--cysteine ligase
pfam02984	cyclin family protein
cd12383	RNA-binding protein 42
pfam12215	non-lysosomal glucosylceramidase
cd08829	paraslipin
PRK10276	translesion error-prone DNA polymerase V autoproteolytic subunit
cl26451	folate/biopterin family MFS transporter
cl19817	urease accessory UreF family protein
PRK01143	50S ribosomal protein L11
cd07632	DCC-interacting protein 13-beta
cd14297	ubiquitin-conjugating enzyme family protein
cd06617	dual specificity mitogen-activated protein kinase kinase
cd12223	RRM and SURP domain-containing protein
PRK04319	acetate--CoA ligase
cd04278	M10A family metallopeptidase
smart00044	guanylyl cyclase
TIGR01403	EscS/YscS/HrcS family type III secretion system export apparatus protein
pfam02697	antitoxin VapB family protein
pfam07351	YebV family protein
pfam01465	GRIP domain-containing protein
PRK06280	DUF4040 domain-containing protein
TIGR02469	bifunctional cobalt-precorrin-7 (C(5))-methyltransferase CbiE/decarboxylating cobalt-precorrin-6B (C(15))-methyltransferase CbiT
PRK10611	protein-glutamate O-methyltransferase CheR
cd06162	membrane-bound transcription factor site-2 protease
PRK12564	carbamoyl-phosphate synthase small subunit
pfam14603	FYN-binding protein 1
pfam10609	ATP-binding protein
pfam10664	NAD(P)H-quinone oxidoreductase subunit M
COG4837	YuzD family protein
cl27525	4 -phosphopantetheinyl transferase family protein
cd06161	M50 family metallopeptidase
cd07138	aldehyde dehydrogenase family protein
cd03249	ABC transporter permease/ATP-binding protein
pfam16154	DUF4862 family protein
cd01335	radical SAM/SPASM domain-containing protein
TIGR03418	LysR family transcriptional regulator
COG4395	Tim44 domain-containing protein
cd14161	NUAK family SNF1-like kinase 2
PRK12626	flagellar basal body rod protein FlgB
pfam17277	YheE family protein
PRK09612	50S ribosomal protein L2
pfam13424	tetratricopeptide repeat protein
TIGR02038	outer membrane-stress sensor serine endopeptidase DegS
cl28899	DEAD/DEAH box helicase family protein
cd14752	glycoside hydrolase family 31 protein
pfam03551	PadR family transcriptional regulator
cl36224	NO-inducible flavohemoprotein
cd06472	Hsp26/alpha crystallin family protein
cd01465	VWA domain-containing protein
cl02127	RPC34 RNA polymerase subunit family protein
pfam02705	KUP/HAK/KT family potassium transporter
COG0591	sodium:solute symporter
cd06610	serine/threonine-protein kinase
pfam00061	lipocalin/fatty-acid binding family protein
COG2971	N-acetylglucosamine kinase
cd01311	amidohydrolase family protein
cl34909	26S proteasome non-ATPase regulatory subunit 2
pfam01245	50S ribosomal protein L19
pfam04177	IGBP1/TAP42 family protein
PRK05415	YcjF family protein
cd17360	sugar porter family MFS transporter
cd17318	SLC17 family MFS transporter
pfam08613	PHO85 cyclin family protein
PRK13551	agmatine deiminase
PRK14058	acetylglutamate/acetylaminoadipate kinase
PRK05359	oligoribonuclease
cl37153	GTP 3 ,8-cyclase MoaA family protein
TIGR02865	stage II sporulation protein E
pfam04464	bifunctional glycosyltransferase family 2 protein/CDP-glycerol:glycerophosphate glycerophosphotransferase
cd20660	cytochrome P450
pfam06213	E3 ubiquitin-protein ligase UBR5 family protein
pfam10317	class D serpentine receptor
PRK03818	Yide family putative transporter
cd06633	serine/threonine-protein kinase TAO3
COG0242	peptide deformylase
cd03294	glycine betaine/L-proline ABC transporter ATP-binding protein
pfam04968	cysteine and histidine-rich domain-containing protein
PRK00468	KH domain-containing protein
pfam07441	pro-sigmaK processing inhibitor BofA family protein
cd00864	phosphatidylinositol 4-kinase family protein
COG1972	NupC/NupG family nucleoside CNT transporter
cl39128	heme lyase CcmF/NrfE family subunit
PRK04205	UPF0128 family protein
cl37899	coiled-coil domain-containing protein
cd09364	LIM domain kinase 2
smart00392	profilin
cd07910	tRNA-(ms[2]io[6]A)-hydroxylase
PRK13606	2-phospho-L-lactate transferase
COG1801	DUF72 domain-containing protein
pfam00557	aminopeptidase P family protein
cd09110	phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase family protein
cd01767	UBX domain-containing protein
cl33775	RsmB/NOP family class I SAM-dependent RNA methyltransferase
cd11419	basic helix-loop-helix domain-containing protein
cd11876	mitogen-activated protein kinase kinase kinase
PHA02535	terminase ATPase subunit family protein
COG4565	response regulator
TIGR02007	ISC system 2Fe-2S type ferredoxin
pfam04233	phage head morphogenesis protein
PRK05294	carbamoyl phosphate synthase large subunit
PRK03830	small acid-soluble spore protein Tlp
TIGR04382	5-dehydro-2-deoxygluconokinase
pfam11489	Aim21 family protein
cd14120	unc-51/ULK1 family serine/threonine-protein kinase
COG4033	DUF1894 domain-containing protein
pfam05840	replication endonuclease
cd00896	phosphatidylinositol 3-kinase
PRK09915	multidrug efflux transporter outer membrane subunit MdtP
pfam08680	YwmB family TATA-box binding protein
pfam08926	microtubule-associated serine/threonine-protein kinase
COG1693	DUF128 domain-containing protein
pfam08314	secretory pathway Sec39 family protein
COG1163	GTP-binding protein
pfam11455	antitoxin MazE family protein
pfam01582	toll/interleukin-1 receptor domain-containing protein
COG4098	DEAD/DEAH box helicase
COG1177	ABC transporter permease
pfam04669	polysaccharide biosynthesis domain-containing protein
PRK05717	SDR family oxidoreductase
pfam05171	hemin-degrading factor
cd03312	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase
PRK09249	oxygen-independent coproporphyrinogen III oxidase
cd16802	RING-H2 finger protein
TIGR03612	pyrimidine utilization protein A
cd06989	cupin domain-containing protein
cd00691	peroxidase
PRK00234	Maf-like protein
cd11864	peroxisomal membrane protein PEX13
cd01296	imidazolonepropionase
PRK07889	enoyl-ACP reductase
pfam03776	cell division topological specificity factor MinE
COG0115	aminotransferase class IV
cd22162	PP2 family F-box protein
PRK11706	dTDP-4-amino-4,6-dideoxygalactose transaminase
cd00731	chemotaxis protein CheA
cd10434	nucleotide excision repair endonuclease
cd18340	kelch-like protein 40
COG0666	ankyrin repeat domain-containing protein
TIGR02508	YscG family type III secretion system chaperone
cd17054	BAG family molecular chaperone regulator
COG1748	saccharopine dehydrogenase family protein
cd08024	glycoside hydrolase family 16 protein
COG0289	4-hydroxy-tetrahydrodipicolinate reductase
cd16663	peptidylprolyl isomerase
COG0704	phosphate uptake regulator PhoU
pfam12796	ankyrin repeat domain-containing protein
COG3712	FecR family protein
cl26981	terminase family protein
cd12472	RNA-binding motif, single-stranded-interacting protein 3
pfam15266	CCDC9 family protein
cd13710	amino acid ABC transporter substrate-binding protein
pfam04884	RUS1 family protein
cd09862	exosome complex exonuclease DIS3
cd07710	alkyl/aryl-sulfatase
cd18791	ATP-dependent RNA helicase
pfam06674	DUF1176 domain-containing protein
pfam12588	phosphatidylserine decarboxylase family protein
pfam14508	glycoside hydrolase family 97 protein
COG2159	amidohydrolase family protein
cd01867	Rab GTPase family protein
pfam04756	OST3/OST6 family protein
PRK11391	protein-tyrosine-phosphatase Etp
PRK10876	exodeoxyribonuclease V subunit beta
cd14693	CCAAT/enhancer-binding protein
pfam00612	IQ calmodulin-binding motif-containing protein
PRK14019	bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II
PRK06064	thiolase domain-containing protein
COG1082	sugar phosphate isomerase/epimerase
TIGR01777	TIGR01777 family oxidoreductase
pfam15382	spermatogenesis-associated protein 33
PLN02447	1,4-alpha-glucan-branching protein
cd11587	arginase-1
cd18037	ATP-dependent DNA helicase
cl19284	eL43 family ribosomal protein
pfam04777	Erv1/Alr family FAD-linked sulfhydryl oxidase
pfam08610	peroxisomal membrane protein PEX16
PRK08246	threonine/serine dehydratase
pfam02498	Bro-N domain-containing protein
cd06819	DSD1 family PLP-dependent enzyme
cd12535	RNA-binding protein
COG1562	phytoene/squalene synthase family protein
cl36933	GNAT family N-acetyltransferase
pfam14258	DUF4350 domain-containing protein
pfam00144	class A beta-lactamase-related serine hydrolase
smart00443	G patch domain-containing protein
cd00786	cytidine/deoxycytidylate deaminase family protein
cd00386	heme-copper oxidase subunit III
pfam14135	DUF4302 domain-containing protein
cl00259	LSm family protein
cl37540	transcriptional regulator Kaiso
cd04318	asparagine--tRNA ligase
PRK02506	dihydroorotate dehydrogenase
pfam09749	HVSL domain-containing protein
COG3896	chloramphenicol phosphotransferase CPT family protein
cd01086	methionyl aminopeptidase
smart00324	Rho GTPase-activating protein
pfam00550	type I polyketide synthase
pfam05134	type II secretion system protein GspL
TIGR00691	bifunctional (p)ppGpp synthetase/guanosine-3 ,5 -bis(diphosphate) 3 -pyrophosphohydrolase
TIGR01989	ubiquinone biosynthesis monooxygenase COQ6
TIGR02829	stage III sporulation protein AE
pfam03741	TerC family protein
cd06147	RRP6 family protein
pfam09764	protein N-terminal glutamine amidohydrolase
COG3814	SspB family protein
pfam00123	glucagon family hormone
PRK09877	TRAP transporter small permease
pfam03194	LUC7 domain-containing protein
cd03317	o-succinylbenzoate synthase
TIGR01079	50S ribosomal protein L24
cd02947	thioredoxin
cd09804	Dcp1 family protein
PRK09198	nicotinate phosphoribosyltransferase
PLN02483	serine palmitoyltransferase family protein
cd08066	AMSH-like ubiquitin thioesterase
pfam02660	glycerol-3-phosphate acyltransferase
PRK10636	ABC transporter ATP-binding protein
PRK09191	response regulator
cd11448	basic helix-loop-helix domain-containing protein
cd12008	proto-oncogene tyrosine-protein kinase Src
pfam13513	HEAT repeat domain-containing protein
pfam04928	polynucleotide adenylyltransferase
cd03213	ATP transporter ATP-binding protein/permease
COG1209	sugar nucleotidyltransferase
TIGR01652	phospholipid-translocating P-type ATPase
COG2081	NAD(P)/FAD-dependent oxidoreductase
PRK09210	RNA polymerase sigma factor RpoD/SigA
pfam04148	SVP26/TEX261 family protein
pfam09818	ABC-ATPase domain-containing protein
pfam00566	TBC domain-containing protein
TIGR02832	sporulation protein YunB
pfam02191	olfactomedin domain-containing protein
PRK14631	ribosome maturation factor RimP
pfam02575	YbaB/EbfC family nucleoid-associated protein
cd11606	transcription factor COE
pfam08711	transcription factor IIS helical bundle-like domain-containing protein
cd01860	Rab family GTPase
COG1720	tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO
pfam05954	type VI secretion system tip protein VgrG
cd07246	VOC family protein
PRK12385	succinate dehydrogenase/fumarate reductase iron-sulfur subunit
cd03409	(2Fe-2S) ferredoxin domain-containing protein
TIGR00590	proliferating cell nuclear antigen
cd09534	STE11 family mitogen-activated protein kinase kinase kinase
pfam02390	tRNA (guanine-N(7)-)-methyltransferase
cl34561	zinc finger and BTB domain-containing protein 17
PRK13209	L-ribulose-5-phosphate 3-epimerase
pfam15475	transmembrane protein 263
COG3226	TetR/AcrR family transcriptional regulator
COG3108	YcbK family protein
pfam00471	bL33 family ribosomal protein
smart00052	diguanylate cyclase
COG0368	adenosylcobinamide-GDP ribazoletransferase
cd12355	RNA binding motif protein 18
COG2433	fibrinogen C-terminal domain-containing protein
COG1939	Mini-ribonuclease 3
pfam07766	LETM1 domain-containing protein
PRK11098	peptide transporter
PRK08286	cobalt-precorrin-8 methylmutase
pfam16840	actin-like protein 7A
cd05130	neurofibromin
cd13656	maltose/maltodextrin ABC transporter substrate-binding protein
cl25788	zinc finger and BTB domain-containing protein 7C
TIGR00746	carbamate kinase
cl34764	lysozyme inhibitor LprI family protein
PRK09647	RNA polymerase sigma factor SigE
PRK09782	phage receptor
COG3072	class I adenylate cyclase
cd13990	tousled family serine/threonine-protein kinase
COG5525	phage terminase large subunit family protein
cd00044	calpain
pfam00864	P2X purinoceptor
PLN03158	methionine aminopeptidase
cd08429	transcriptional activator NhaR
PRK11161	FNR family transcription factor
COG1829	pantoate kinase
cd06855	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase
cd07098	aldehyde dehydrogenase family protein
pfam12640	UPF0489 family protein
cl17225	DAHP synthetase I family protein
pfam02320	cytochrome b-c1 complex subunit 6 family protein
PRK11197	FMN-dependent L-lactate dehydrogenase LldD
cd17380	ACS family MFS transporter
cd02605	HAD family hydrolase
TIGR00173	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
PRK08311	sigma-70 family RNA polymerase sigma factor
PRK06926	MotA family protein
pfam01134	FAD-dependent oxidoreductase
COG5078	ubiquitin-conjugating enzyme E2
smart00892	DNA/RNA non-specific endonuclease
cd18230	zinc finger and BTB domain-containing protein 46
pfam14009	PADRE domain-containing protein
TIGR00017	(d)CMP kinase
cd01744	carbamoyl-phosphate synthase
PRK11525	DNA damage-inducible protein D
TIGR00165	30S ribosomal protein S18
PRK11611	enhanced serine sensitivity protein SseB
PRK04051	30S ribosomal protein S4
MTH00214	NADH dehydrogenase subunit 6
cl05265	OPI10 family protein
cd11418	basic helix-loop-helix domain-containing protein
cd00090	ROK family transcriptional regulator
cd08290	2-enoyl thioester reductase domain-containing protein
pfam06331	general transcription factor IIH subunit TFB5 family protein
cd07600	BAR domain-containing protein
PRK10898	outer membrane-stress sensor serine endopeptidase DegS
pfam10944	DUF2630 family protein
MTH00058	NADH dehydrogenase subunit 1
pfam03311	cornichon family protein
pfam05534	type II toxin-antitoxin system HicB family antitoxin
cl24231	M30 family metallopeptidase
COG1496	polyphenol oxidase family protein
pfam15379	DUF4606 domain-containing protein
pfam07707	kelch repeat and BTB domain-containing protein 4
cl33584	phospholipase D
cd05343	dehydrogenase/reductase SDR family member 11
pfam00249	SANT/Myb-like DNA-binding domain-containing protein
pfam09926	YodC family protein
PRK10814	lipoprotein-releasing ABC transporter permease subunit LolC
pfam14608	zinc finger CCCH domain-containing protein
cl10022	antibiotic biosynthesis monooxygenase family protein
cd06448	serine/threonine dehydratase family protein
pfam03831	alkylphosphonate utilization protein
COG3729	general stress protein
cd08876	START domain-containing protein
PRK01741	cell division protein ZipA
pfam10785	NADH-ubiquinone oxidoreductase 21 kDa subunit
PRK14420	acylphosphatase
pfam16093	proteasome assembly chaperone 4 family protein
