Complex ac	Recommended name
CPX-1376	PP2A-T22D1.5 phosphatase complex
CPX-534	Adapter complex AP-2
CPX-1754	Collagen type XIII trimer
CPX-1511	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK18
CPX-3150	Adrenomedullin receptor AM1 complex
CPX-483	uPA-PAI-1 complex
CPX-587	MUS81-EME2 structure-specific endonuclease complex
CPX-1600	CAX3 homodimer
CPX-2165	Protein farnesyltransferase complex
CPX-2339	MKS complex
CPX-5828	NF-kappaB DNA-binding transcription factor complex, p50/p65
CPX-1638	Oligosaccharyl transferase complex, OST6 variant
CPX-6470	bZIP transcription factor complex, ATF3-CEBPB
CPX-1702	CLB5-CDC28 kinase complex
CPX-2703	Cleavage stimulation factor complex, CSTF2T variant
CPX-4270	NLRP1b inflammasome, allele-5 variant
CPX-2778	CRL4-AMBRA1 E3 ubiquitin ligase complex, CUL4B variant 
CPX-1000	Rde-10/Rde-11 complex
CPX-963	Mitotic checkpoint complex, MAD2-MAD3-BUB3-CDC20
CPX-1081	RelBE toxin-antitoxin complex
CPX-7641	E2F4-DP1 transcriptional regulator complex
CPX-1658	General transcription factor complex TFIIE
CPX-286	NMDA receptor complex, GluN1-GluN2C
CPX-7281	 TREX-2 transcription-export complex, CETN3 variant
CPX-7785	SCF E3 ubiquitin ligase complex, FBXW9 variant
CPX-5853	AMPK complex, alpha1-beta2-gamma1 variant
CPX-7592	Non-canonical polycomb repressive complex 1.5, RING2-YAF2-CKIIA1 variant
CPX-2644	SAGA complex
CPX-2258	General transcription factor TFIIH complex
CPX-4406	L-cystine ABC transporter complex
CPX-6665	Serine palmitoyltransferase complex, SPTLC1-SPTLC3-SPTSSA variant
CPX-1485	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK15
CPX-8174	PSMG3-PSMG4 proteasomal chaperone complex
CPX-2298	Non-canonical polycomb repressive complex 1.3, RING2-YAF2-CKIIA1 variant
CPX-8110	CRL3 E3 ubiquitin ligase complex, KLHL21 variant 
CPX-2191	Adrenomedullin receptor AM1 complex
CPX-6803	SAGA complex, KAT2B variant
CPX-7011	bZIP transcription factor complex, BATF-HLF
CPX-1419	Spindle pole body central plaque complex
CPX-8084	CRL3 E3 ubiquitin ligase complex, KLHL7 variant 
CPX-1298	CEP192-PLK4 complex
CPX-1332	RAT1-RAI1 RNA polymerase II termination complex
CPX-5626	Ornithine transcarbamoylase complex, argFFI variant
CPX-666	RARalpha-NCOA2 activated retinoic acid receptor complex
CPX-342	CLN2-CDC28 kinase complex
CPX-5055	Neuronal AP-3 Adaptor complex, sigma3a variant
CPX-3170	cdm-RanGTP complex
CPX-2843	Ferrichrome outer membrane transporter complex
CPX-616	UBC13-UEV1A ubiquitin-conjugating enzyme E2 complex
CPX-5696	SARS-CoV Spike - human CLEC4M lectin complex
CPX-2356	FTS-Hook-FHIP cargo adaptor complex, FHIP1B-HOOK1/3 variant
CPX-2038	BID:BCL-XL complex
CPX-768	Nuclear origin recognition complex
CPX-1797	Integrin alpha3-beta1 complex
CPX-516	bZIP transcription factor complex, CEBPG-CEBPG
CPX-5044	BLOC-2 complex
CPX-3278	I(KACh) inward rectifier potassium channel complex
CPX-1158	GABA-B receptor complex
CPX-2622	Polycomb repressive complex 1, RING1-PCGF2-CBX8-PHC2 variant
CPX-1454	SCF(COI1) ubiquitin ligase complex, variant CUL1-RBX1B-ASK6
CPX-8150	CRL3 E3 ubiquitin ligase complex, KLHL30 variant 
CPX-59	Methionine adenosyltransferase complex variant 3
CPX-2530	MLXIPL-MLX transcription factor complex
CPX-6090	TBK1-IKKepsilon-SINTBAD complex
CPX-5834	NF-kappaB DNA-binding transcription factor complex, p65/c-Rel
CPX-1040	SKI complex
CPX-7442	Nuclear meiotic cohesin complex, REC8 variant
CPX-5629	Sulfite reductase [NADPH] complex
CPX-653	PAN2-PAN3 mRNA deadenylation complex
CPX-1709	Nucleotide excision repair factor 4 complex
CPX-2488	TREX transcription-export complex, DX39B variant
CPX-2330	Polycomb repressive complex 2.2, EZH1-RBBP4 variant
CPX-2081	Cyclin E1-CDK2 complex
CPX-7461	DREAM transcriptional repressor complex, RBL2 variant
CPX-1970	Molybdopterin synthase
CPX-4083	NLGN1(-SSA-SSB) - NRXN1-beta(-SS4) complex
CPX-352	Cyclin L1-CDK11B(p58) complex
CPX-774	CURI complex variant 1
CPX-7519	Polycomb repressive complex 1, RING2-PCGF2-CBX2-PHC1 variant
CPX-2062	Cyclin A2-CDK1 complex
CPX-3112	Glucose transporter complex 1
CPX-2785	CRL4-DCAF7 E3 ubiquitin ligase complex, CUL4A variant 
CPX-7143	ESCRT-0 complex, STAM2 variant
CPX-4981	Complement component C1q complex
CPX-733	MOZ2 histone acetyltransferase complex
CPX-2436	mRNA nuclear export factor complex, NXF3-NXT1
CPX-593	Exosome complex, DIS3 variant
CPX-2637	Nucleolar ribonuclease P complex
CPX-6865	BOL2-GRX4 iron-sulfur cluster assembly complex
CPX-5022	Intraflagellar transport complex B
CPX-1958	HU complex, variant hupAB
CPX-7	bZIP transcription factor complex, Atf1-Atf4
CPX-5843	AMPK complex, alpha2-beta1-gamma3 variant
CPX-1339	SCF(COI1) ubiquitin ligase complex, variant CUL1-RBX1A-SKP1A
CPX-6481	bZIP transcription factor complex, ATF3-MAFG
CPX-1190	TUL1 E3 ubiquitin ligase complex
CPX-805	MORF2 histone acetyltransferase complex
CPX-6007	Interferon beta receptor-ligand complex
CPX-132	BAT3 complex
CPX-2213	Polycomb repressive complex 2.2, EZH2-RBBP7 variant
CPX-7109	bZIP transcription factor complex, BATF3-CREB3
CPX-1944	DnaA-L2 DNA replication initiation inhibitory complex
CPX-6275	NatC N-alpha-acetyltransferase complex
CPX-3075	Hydrogen:potassium-exchanging ATPase complex
CPX-1071	RecQ helicase-Topo III complex
CPX-1544	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1B-ASK10
CPX-1804	Integrin alpha7-beta1 complex
CPX-8003	SCF E3 ubiquitin ligase complex, FBXO44 variant
CPX-2392	U1 small nuclear ribonucleoprotein complex 
CPX-1803	Integrin alpha6-beta1 complex
CPX-5970	Phosphatidylinositol 3-kinase complex class IA, p110alpha/p55alpha
CPX-644	PXR-NCOA1 activated nuclear receptor complex
CPX-2142	sufA complex
CPX-1815	Integrin alpha8-beta1 complex
CPX-3003	Collagen type XX trimer
CPX-7008	bZIP transcription factor complex, BATF-CEBPG
CPX-1853	CKM complex
CPX-69	bZIP transcription factor complex, CEBPA-DDIT3
CPX-44	LSM2-8 complex
CPX-180	HipBA toxin-antitoxin complex
CPX-2897	[Cu-Zn] Superoxide dismutase complex
CPX-1713	Collagen type II trimer
CPX-4114	Prohibitin complex
CPX-545	DNA replication factor C complex
CPX-2505	ESCRT-I complex, VPS37B-MVB12A variant
CPX-5161	3-phenylpropionate/cinnamic acid dioxygenase
CPX-1117	Calcineurin-Calmodulin-AKAP5 complex, beta-R2 variant
CPX-486	bZIP transcription factor complex, FOS-JUN
CPX-6261	Mitochondrial pyruvate dehydrogenase serine/threonine phosphatase complex
CPX-1519	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1A-ASK6
CPX-2958	Collagen type III trimer
CPX-2860	Soluble guanylate cyclase complex, SGCalpha2-SGCbeta1 variant
CPX-418	MTQ2-TRM112 eRF1 methyltransferase complex
CPX-1490	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK20
CPX-2444	Elongin transcription elongation complex
CPX-5281	HypEF Ni-hydrogenase maturation complex
CPX-6035	Elongation Factor TU-TS, tufA variant
CPX-4702	 BRCA1-A complex
CPX-351	Cyclin L1-CDK11B(p110) complex
CPX-5634	Eukaryotic translation initiation factor 4F, EIF4A2 and EIF4G1 variant
CPX-1309	LSM2-8 complex, variant LSM3A-LSM6A
CPX-4701	BRCA1-BARD1 complex
CPX-7203	ESCRT-I complex, VPS37D-UBAP1 variant
CPX-2031	BAX oligomer
CPX-8024	Translocon-associated protein complex
CPX-722	HBO1-5.2 histone acetyltransferase complex
CPX-1016	CBF1-MET4-MET28 sulfur metabolism transcription factor complex 
CPX-3271	KCNQ1-KCNE1 I(Ks) channel complex
CPX-3158	SPOTS complex
CPX-2201	Cyclin-dependent protein kinase 5 holoenzyme complex, p35 variant
CPX-2125	SufE complex
CPX-1343	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1A-SKP1A
CPX-4302	mu-Calpain complex
CPX-1845	PPP4C-PPP4R4 protein phosphatase 4 complex
CPX-1854	Golgi SNARE complex SED5-BOS1-BET1-SEC22
CPX-5823	Mitochondrial NIAUFX iron-sulfur cluster assembly complex 
CPX-1875	Platelet-derived growth factor AB complex
CPX-420	xtbd-paxt-1 complex
CPX-2746	Brahma SWI/SNF ATP-dependent chromatin remodeling complex
CPX-98	Cathepsin-B - cystatin-A complex
CPX-2569	Polycomb repressive complex 2.1, EZH1-RBBP4-PCL1-PALI1 variant
CPX-761	Anaphase-Promoting Complex, CDH1 variant
CPX-5901	CD94-NKG2C natural killer receptor complex
CPX-1480	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK10
CPX-73	Phosphatidylinositol 3-kinase complex, class III, ATG14 variant
CPX-6016	ISGF3 complex
CPX-529	TGF-beta-1-TGFR complex
CPX-1692	PCL10-PHO85 kinase complex
CPX-5996	Interferon alpha receptor-ligand complex, IFNA1 variant
CPX-2368	DREAM transcriptional repressor complex, RBL1 variant
CPX-4862	Alkyl hydroperoxide reductase complex
CPX-5764	matA-rcsB DNA-binding transcription factor complex
CPX-3286	SMAD3-SMAD4 complex
CPX-6152	R2SD co-chaperone complex
CPX-1445	SCF(COI1) ubiquitin ligase complex, variant CUL1-RBX1A-ASK18
CPX-1271	Condensin I complex
CPX-1539	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1B-ASK5
CPX-5463	Vesicular SNARE complex SSO1-SEC9-SNC2
CPX-1721	Mitochondrial respiratory chain complex IV, COX5A variant
CPX-717	RXRbeta-LXRalpha nuclear hormone receptor complex
CPX-1472	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-SKP1B
CPX-498	Slx4-Terf2 complex
CPX-1888	RSC chromatin remodelling complex, variant RSC2
CPX-2552	E2F6-DP1 transcriptional repressor complex
CPX-2992	Collagen type XIV trimer
CPX-270	HCN3 channel complex
CPX-1667	MutLbeta endonuclease complex
CPX-368	Polycomb Repressive Complex 2
CPX-2612	mRNA nuclear export factor NXF3-NXT2
CPX-5442	ZZS complex
CPX-7548	Polycomb repressive complex 1, RING2-PCGF4-CBX6-PHC1 variant
CPX-571	cAMP-dependent protein kinase complex variant 3
CPX-2048	Ku70:Ku80 complex
CPX-1099	B-WICH chromatin remodelling complex
CPX-2773	SCF E3 ubiquitin ligase complex, FBXL17 variant
CPX-3105	Collagen type II trimer
CPX-7067	bZIP transcription factor complex, BATF2-CEBPE
CPX-6527	bZIP transcription factor complex, ATF4-CEBPG
CPX-108	Nuclear export complex Frat1-Gsk3b
CPX-2671	CMG helicase complex
CPX-1996	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4 complex
CPX-1648	SF3A complex
CPX-4473	mTORC1 complex
CPX-2370	PAF1 complex
CPX-1431	SCF(COI1) ubiquitin ligase complex, variant CUL1-RBX1A-ASK4
CPX-2289	Non-canonical polycomb repressive complex 1.3, RING1-YAF2-CKIIA1-A2 variant
CPX-2960	Collagen type IV trimer variant 2
CPX-5141	Ubiquitous AP-1 Adaptor complex, sigma1a variant
CPX-2041	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 complex
CPX-36	Kelch-containing Formin Regulatory Complex
CPX-1426	Myosin class II complex
CPX-2349	eIF4E-CYFIP1-FMRP translational repressor complex
CPX-1719	Exomer complex
CPX-4241	NLRP3 inflammasome
CPX-1243	Muscle cell-specific SWI/SNF ATP-dependent chromatin remodeling complex, ACTL6A-ARID1B-SMARCA4 variant
CPX-1231	GAC1-GLC7 phosphatase complex
CPX-558	Mitochondrial isocitrate dehydrogenase complex (NAD+)
CPX-1325	EDS1-PAD4-SAG101 complex, variant EDS1
CPX-5892	PspBC inner membrane stress response complex
CPX-231	Snf1 protein kinase complex variant GAL83
CPX-1145	E2F2-DP1 transcription factor complex
CPX-459	Nuclear export complex FRAT1-GSK3B
CPX-5142	Ubiquitous AP-1 Adaptor complex, sigma1b variant
CPX-5899	ibaG-grxD iron-sulfur cluster assembly complex
CPX-5149	AP-2 Adaptor complex, alpha1 variant
CPX-327	Cyclin M-CDK10 complex
CPX-1381	NVJ1-VAC8 nucleus-vacuole junction complex
CPX-7675	LINC complex, SUN1-SYNE4 variant
CPX-1588	SCF(TIR1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK11
CPX-4943	Exocyst, EXOC6 variant
CPX-1989	BAK1 oligomer
CPX-1215	Neural progenitor-specific SWI/SNF ATP-dependent chromatin remodeling complex, ARID1B-SMARCA4 variant
CPX-318	beta1-catenin - LEF1 complex
CPX-1265	Laminin111-nidogen complex 
CPX-5903	CD94-NKG2E natural killer receptor complex
CPX-6466	bZIP transcription factor complex, ATF3-ATF7
CPX-393	Phosphopantothenoylcysteine decarboxylase complex
CPX-176	E2F2-DP1 transcription factor complex
CPX-1522	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1A-ASK9
CPX-8148	PRMT5 methylosome complex, RIOK1 variant
CPX-7971	SCF E3 ubiquitin ligase complex, FBXO31 variant
CPX-94	Galectin-1 complex
CPX-2011	Cyclin D2-CDK4 complex
CPX-7983	SCF E3 ubiquitin ligase complex, FBXO42 variant
CPX-1597	SCF(TIR1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK20
CPX-7977	SCF E3 ubiquitin ligase complex, FBXO38 variant
CPX-1397	LSM1-7-PAT1 complex, variant LSM1B-LSM3B-LSM6A-PAT1H1
CPX-8172	PBA3-PBA4 proteasomal chaperone complex
CPX-1965	H-NS complex, dimeric
CPX-4663	Osteoprotegerin complex
CPX-1403	LSM1-7-PAT1 complex, variant LSM1B-LSM3A-LSM6A-PAT1H2
CPX-1628	RNA decapping complex, DCP1-DCP2 
CPX-8091	CRL3 E3 ubiquitin ligase complex, KLHL14 variant 
CPX-1383	TRAPPIII protein complex
CPX-364	Cyclin Y-CDK14 complex
CPX-6301	ATP8A2-CDC50A P4-ATPase complex
CPX-1937	Carbamoyl phosphate synthetase complex
CPX-5043	BLOC-3 complex
CPX-2915	Platelet-derived growth factor DD complex
CPX-757	WICH chromatin remodelling complex
CPX-2521	MNT-MLX transcriptional repressor complex
CPX-2571	Non-canonical polycomb repressive complex 1.4, RNF2-RYBP variant
CPX-6382	Katanin complex, KATNAL1-KATNB1 variant
CPX-149	GLI2-SUFU complex
CPX-389	Interleukin-23-receptor complex
CPX-6051	STAT6 homodimer
CPX-402	Mitotic spindle assembly checkpoint mad-1-mad-2 complex
CPX-3886	sir-2.1-par-5 complex
CPX-4222	GBAF (SWI/SNF) ATP-dependent chromatin remodeling complex, ACTL6A-BICRAL-SMARCA4 variant
CPX-8189	ASC1-4F2 heteromeric amino acid transporter complex
CPX-1880	Nuclear origin recognition complex
CPX-3197	Voltage-gated potassium channel complex variant 2
CPX-7961	NatC N-alpha-acetyltransferase complex, testis-specific variant
CPX-43	Sm complex
CPX-3033	Glutamate decarboxylase 2 complex
CPX-2012	Cyclin D3-CDK4 complex
CPX-5848	Endoplasmic reticulum membrane complex, EMC8 variant
CPX-155	RB1-E2F1-DP1 transcriptional repressor complex
CPX-1152	ARGR-MCM1 transcription regulation complex
CPX-5980	Phosphatidylinositol 3-kinase complex class IA, p110delta/p85beta
CPX-1410	UTP-B complex
CPX-2301	WRD-protein phosphatase 2A complex
CPX-799	HBO1-5.3 histone acetyltransferase complex
CPX-1284	Laminin211-nidogen complex 
CPX-1687	Thp1-Sac3 complex
CPX-6594	L-lactate dehydrogenase complex, A2B2 variant
CPX-1919	Complement component C1q complex
CPX-2797	CRL4-AMBRA1 E3 ubiquitin ligase complex, CUL4A variant 
CPX-1257	Neuron-specific SWI/SNF ATP-dependent chromatin remodeling complex, ARID1A-SMARCA4 variant
CPX-7847	SCF E3 ubiquitin ligase complex, FBXO2 variant
CPX-2381	PAF1 complex
CPX-5081	lep-2-lep-5-lin-28 ubiquitin ligase complex
CPX-1074	SF1-U2AF65 splicing factor complex
CPX-2956	Collagen type I trimer
CPX-6177	Mitochondrial endopeptidase ClpXP complex
CPX-2490	Actin-related protein 2/3 complex, ARPC1A-ACTR3B-ARPC5 variant
CPX-230	Positive transcription elongation factor B, CDK9-cyclinT1 complex
CPX-249	Amylin receptor 3 complex
CPX-4884	DNA-directed RNA polymerase holoenzyme complex, Sigma54 variant
CPX-6282	ATP8B1-CDC50A P4-ATPase complex
CPX-338	VPS4A/B complex
CPX-1227	Muscle cell-specific SWI/SNF ATP-dependent chromatin remodeling complex, ACTL6B-ARID1B-SMARCA2 variant
CPX-2941	MCM complex
CPX-388	Interleukin-12-receptor complex
CPX-1660	General transcription factor complex TFIIK
CPX-5977	Phosphatidylinositol 3-kinase complex class IA, p110beta/p55gamma
CPX-2461	Synaptonemal complex
CPX-438	EMILIN-2 complex
CPX-6596	bZIP transcription factor complex, ATF6B-ATF6B
CPX-3863	atg-5-atg-12-atg-16.1-atg-16.2 complex
CPX-1684	CBK1-MOB2 kinase complex
CPX-3238	SUMO activating enzyme complex
CPX-2678	Glycosylphosphatidylinsitol ethanolamine-phosphate transferase II complex
CPX-990	NuA4 histone acetyltransferase complex
CPX-1037	DNA mismatch repair MutSalpha complex
CPX-8087	CRL3 E3 ubiquitin ligase complex, KLHL10 variant 
CPX-6957	GRX5 iron-sulfur cluster assembly homodimer complex
CPX-1146	RB1-E2F2-TFDP1 transcription repressor complex
CPX-6743	CD8alpha-alpha complex
CPX-1366	PP2A-SUR-6 phosphatase complex
CPX-688	NuRF chromatin remodeling complex
CPX-3167	Laminin-311 complex variant B
CPX-6381	Katanin complex, KATNAL1-KATNBL1 variant
CPX-433	FACT complex
CPX-721	HBO1-5.1 histone acetyltransferase complex
CPX-1051	Calcineurin-Calmodulin complex, gamma-R2 variant
CPX-5028	Intraflagellar transport complex B
CPX-6272	NatA N-alpha-acetyltransferase complex, NAA10-NAA16 variant
CPX-2619	Polycomb repressive complex 1, RING1-PCGF2-CBX7-PHC3 variant
CPX-7106	bZIP transcription factor complex, BATF3-DDIT3
CPX-5822	Oligosaccharyltransferase complex B
CPX-8124	VCP-UBXN2A AAA ATPase complex
CPX-974	SRCAP chromatin remodeling complex
CPX-2653	SNIP1/SkIP associated RNA-processing complex
CPX-1622	ESCRT-0 complex
CPX-4235	Gamma-secretase complex, Aph1b-Psen1 variant
CPX-1550	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1B-ASK16
CPX-415	DNA replication factor C complex
CPX-4315	Autoinducer-2 ABC transporter complex
CPX-6033	Sm complex
CPX-158	PPP4C-PPP4R2-PPP4R3A protein phosphatase 4 complex
CPX-4223	GBAF (SWI/SNF) ATP-dependent chromatin remodeling complex, ACTL6B-BICRA-SMARCA2 variant
CPX-7164	ESCRT-I complex, VPS37B-MVB12B variant
CPX-267	HCN3 channel complex
CPX-1747	Collagen type VIII trimer variant 3
CPX-7531	Polycomb repressive complex 1, RING2-PCGF2-CBX7-PHC2 variant
CPX-2098	DNA polymerase delta complex
CPX-2489	SCF E3 ubiquitin ligase complex, FBXL22 variant
CPX-7926	SCF E3 ubiquitin ligase complex, FBXO16 variant
CPX-456	Beta-catenin destruction core complex, Apc2-Axin1-Gsk3a variant
CPX-6015	Interferon gamma receptor-ligand complex
CPX-4264	AcrAD-TolC multidrug efflux transport complex
CPX-2753	BLOC-1 complex
CPX-4142	AIM2 inflammasome
CPX-570	Chromatin assembly factor 1 complex
CPX-3301	BTR double Holliday Junction dissolution complex
CPX-7601	MXD4-MAX transcriptional repressor complex
CPX-5716	Nucleosome, variant H3.1-H2A.V-H2B.1
CPX-4286	Ferric-hydroxamate ABC transporter complex
CPX-2313	Ethanolamine ammonia-lyase complex
CPX-17	Telomerase catalytic core complex
CPX-311	BIK:BCL-w complex
CPX-2228	KLHDC3-Elongin C-Elongin B E3 ubiquitin ligase complex
CPX-4317	Branched chain amino acid, leucine-specific ABC transporter complex
CPX-2399	CRL4-DCAF13 E3 ubiquitin ligase complex, CUL4A variant 
CPX-2991	kirre cell adhesion complex
CPX-4206	GBAF (SWI/SNF) ATP-dependent chromatin remodeling complex, ACTL6A-BICRA-SMARCA4 variant
CPX-2020	BAD:BCL-2 complex
CPX-2243	Testis-specific gamma-tubulin ring complex 
CPX-8263	CRL3 E3 ubiquitin ligase complex, KLHL42 variant 
CPX-1173	WASH complex, variant WASH2P/WASHC2A
CPX-1101	RNA polymerase I upstream activating factor complex
CPX-2749	TRAMP complex, TENT4A-ZCCHC7 variant
CPX-2333	Mitochondrial calcium uniporter complex
CPX-1632	tRNA (guanine-N(7)-)-methyltransferase
CPX-525	RARalpha-NCOA1 activated retinoic acid receptor complex
CPX-2543	Glutathione-regulated potassium-efflux system KefC-KefF complex
CPX-2998	hbs-rst cell adhesion complex
CPX-1614	Nucleosome, variant HTZ1-HTB2
CPX-7098	bZIP transcription factor complex, BATF3-CEBPD
CPX-4329	Polar amino acid ABC transporter complex
CPX-3388	Synaptonemal complex
CPX-1926	DNA polymerase III clamp loader complex
CPX-1025	GCN5-containing ATAC complex
CPX-7903	GID E3 ubiquitin ligase complex, RMND5B-RANBP10 variant
CPX-1572	SCF(TIR1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK16
CPX-6562	bZIP transcription factor complex, ATF4-JUN
CPX-2029	PUMA:BCL-XL complex
CPX-773	UTP-C complex variant 3
CPX-2136	L-cysteine desulfurase complex
CPX-5987	Phosphatidylinositol 3-kinase complex class IB, p110gamma/p87
CPX-1138	RB1-E2F1-TFDP1 transcription repressor complex
CPX-5743	Prohibitin complex
CPX-2665	CASTOR1 arginine-sensing complex
CPX-2264	NuA4 histone acetyltransferase complex
CPX-2476	GAIT complex
CPX-2095	Mitochondrial DNA polymerase gamma complex
CPX-4781	Citrate lyase complex
CPX-6193	PAR cell polarity complex, PARD6B-PRKCI variant
CPX-1518	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1A-ASK5
CPX-194	Inward rectifying potassium channel complex, Kir6.2-SUR1
CPX-3027	Integrin alpha5-beta1 complex
CPX-1530	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1A-ASK17
CPX-6423	Trehalose-6-phosphate synthase/phosphatase complex
CPX-2936	Hemoglobin HbH complex
CPX-1459	SCF(COI1) ubiquitin ligase complex, variant CUL1-RBX1B-ASK11
CPX-6029	Formate dehydrogenase Z complex
CPX-5898	bolA-grxD iron-sulfur cluster assembly complex
CPX-1468	SCF(COI1) ubiquitin ligase complex, variant CUL1-RBX1B-ASK20
CPX-1897	Fused-Smurf ubiquitin ligase complex
CPX-7584	Non-canonical polycomb repressive complex 1.5, RING1-YAF2-CKIIA2 variant
CPX-1567	SCF(TIR1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK11
CPX-3145	Cyclin-dependent protein kinase 5 holoenzyme complex, p39 variant
CPX-729	Box C/D snoRNP complex
CPX-8161	Radial spoke complex, ciliiar variant
CPX-2452	ESCRT-0 complex
CPX-1001	Calcineurin-Calmodulin complex, gamma-R1 variant
